id,name,category,subtype,rarity,level,image_url,wiki_url,obtain,dmg_clean,dmg_max,def_clean,def_max,upgradeable,crit,health_regen,stamina_regen,price_clean_oml,price_max_oml,price_source,price_category,last_updated,updated_at
781,Rei Rei,Longsword,Contributor Blade <small>()</small,Tribute,450,https://swordburst2.fandom.com/Special:Redirect/file/Rei_Rei.png,https://swordburst2.fandom.com/wiki/Rei_Rei,Rekindled Unborn,85000,,,,TRUE,40%,40%,40%,400-450,,tributes,Floor 6 / Undershroud,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
782,Rejuvenator,Scythe,,Rare,230,https://swordburst2.fandom.com/Special:Redirect/file/Rejuvenator.png,https://swordburst2.fandom.com/wiki/Rejuvenator,Bat,4763,7620,,,TRUE,18%,+8%,+4%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
783,Rekindled Vengeance,Armor,,Legendary,325,https://swordburst2.fandom.com/Special:Redirect/file/Rekindled_Vengeance.png,https://swordburst2.fandom.com/wiki/Rekindled_Vengeance,Rekindled Unborn,,,312000,436800,TRUE,,+20%,+20%,0.2 - 0.5,,clean_legendaries,Floor 6 / Undershroud,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
784,Rein Deer Reaper,Longsword,Limited,Rare,92,https://swordburst2.fandom.com/Special:Redirect/file/Rein_Deer_Reaper.png,https://swordburst2.fandom.com/wiki/Rein_Deer_Reaper,Frostgre,1779,,,,TRUE,12%,10%,,1,,misc,Winter Event,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
785,Renatus,Rapier,,Rare,250,https://swordburst2.fandom.com/Special:Redirect/file/Renatus.png,https://swordburst2.fandom.com/wiki/Renatus,Orange Failed Experiment,5556,,,,FALSE,11%,+10%,-4%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
786,Reikoro,Katana,,Rare,82,https://swordburst2.fandom.com/Special:Redirect/file/reikoro.png,https://swordburst2.fandom.com/wiki/Reikoro,Undead Warrior,999,1598,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
787,Rendering Spirit,Katana,,Legendary,225,https://swordburst2.fandom.com/Special:Redirect/file/Rendering_Spirit.png,https://swordburst2.fandom.com/wiki/Rendering_Spirit,"Magnor, the Necromancer",4569,9138,,,TRUE,15%,9%,9%,15,5-7,clean_legendaries,30-40 Prismatic Apex 2 Floria's Gift,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
788,Requiem,Rapier,,Legendary,85,https://swordburst2.fandom.com/Special:Redirect/file/Requiem.png,https://swordburst2.fandom.com/wiki/Requiem,Mortis the Flaming Sear,1086,2172,,,TRUE,11%,,+6%,0.5-1,1,clean_legendaries,Floor 9,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
789,Revolutionizer,Greatsword,,Uncommon,220,https://swordburst2.fandom.com/Special:Redirect/file/Revolutionizer.png,https://swordburst2.fandom.com/wiki/Revolutionizer,Newborn Abomination,4375,6125,,,TRUE,18%,+2%,+6%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
790,Retrograde Platemail,Armor,,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Retrograde_Cloak.png,https://swordburst2.fandom.com/wiki/Retrograde_Platemail,"Saurus, the All-Seeing",,,53097,74335,TRUE,,+6%,+6%,1-2,1,clean_legendaries,Floor 11,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
791,Righteous Shield,Accessory,Shield,Rare,65,https://swordburst2.fandom.com/Special:Redirect/file/Righteous_Shield.png,https://swordburst2.fandom.com/wiki/Righteous_Shield,Smashroom the Mushroom Behemoth,,,875,,TRUE,,+2%,+2%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
792,Retribution,Longsword,,Legendary,100,https://swordburst2.fandom.com/Special:Redirect/file/Retribution.png,https://swordburst2.fandom.com/wiki/Retribution,Grim the Overseer,1301,2602,,,TRUE,12%,+2%,+3%,0.5,1,clean_legendaries,Floor 10,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
793,Resolution,Longsword,Limited,Rare,23,https://swordburst2.fandom.com/Special:Redirect/file/Resolution.png,https://swordburst2.fandom.com/wiki/Resolution,Unobtainable,85,,,,FALSE,12%,,,15-16k,15-16k,misc,Event Items,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
794,Rigormortis,Greatsword,,Rare,82,https://swordburst2.fandom.com/Special:Redirect/file/Rigormortis.png,https://swordburst2.fandom.com/wiki/Rigormortis,Polyserpant,999,1598,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
795,Rime,Greatsword,,Uncommon,32,https://swordburst2.fandom.com/Special:Redirect/file/Rime.png,https://swordburst2.fandom.com/wiki/Rime,Ice Walker,181,253,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
796,Ripper,Greatsword,,Common,21,https://swordburst2.fandom.com/Special:Redirect/file/Ripper.png,https://swordburst2.fandom.com/wiki/Ripper,Intermediate Shop,76,106,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
797,Ringblade,Katana,,Uncommon,220,https://swordburst2.fandom.com/Special:Redirect/file/Ringblade_Icon.png,https://swordburst2.fandom.com/wiki/Ringblade,Radio Slug,4375,6125,,,TRUE,15%,+3%,+5%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
798,Ringmaster,Longsword,,Rare,230,https://swordburst2.fandom.com/Special:Redirect/file/Ringmaster_Icon.png,https://swordburst2.fandom.com/wiki/Ringmaster,*Elite Scav *Newborn Abomination,4763,7620,,,TRUE,12%,+2%,+4%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
799,Rock,Longsword,Happy Birthday Yato! <small>()</small,Common,-1,https://swordburst2.fandom.com/Special:Redirect/file/Cccccccqwrsedsdfsfsdfsdf.png,https://swordburst2.fandom.com/wiki/Rock,Any mob in Redveil Grove,915,,,,TRUE,-1%,-2025%,-2025%,,1,misc,Easter Event,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
800,Rock Claymore,Greatsword,,Uncommon,46,https://swordburst2.fandom.com/Special:Redirect/file/Rock_Claymore.png,https://swordburst2.fandom.com/wiki/Rock_Claymore,Giant Centipede,362,506,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
801,Rising North,Katana,Limited,Rare,32,https://swordburst2.fandom.com/Special:Redirect/file/Rising_North.png,https://swordburst2.fandom.com/wiki/Rising_North,Jolrock the Snow Protecter,294,470,,,TRUE,15%,+1%,+1%,10-14,8,misc,Winter Event,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
802,Rogue's Blade,Longsword,,Common,5,https://swordburst2.fandom.com/Special:Redirect/file/Rogue's_Blade.png,https://swordburst2.fandom.com/wiki/Rogue's_Blade,Novice Shop,11,15,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
803,Rosa Expanse,Rapier,,Legendary,75,https://swordburst2.fandom.com/Special:Redirect/file/Rosa_Expanse.png,https://swordburst2.fandom.com/wiki/Rosa_Expanse,Formaug the Jungle Giant,902,1804,,,TRUE,11%,+3%,+4%,0.5,0.5,clean_legendaries,Floor 8,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
804,Rose Gold,Rapier,Limited Merchant (Limited,Uncommon,35,https://swordburst2.fandom.com/Special:Redirect/file/Rose_Gold.png,https://swordburst2.fandom.com/wiki/Rose_Gold,*Arcadia Exclusive Shop,185,259,,,TRUE,20%,+5%,+15%,0.5-1,0.5-1,misc,Third Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
805,Rose Quartz Stinger,Longsword,Limited Merchant (Limited,Rare,20,https://swordburst2.fandom.com/Special:Redirect/file/Rose_Quartz_Stinger.png,https://swordburst2.fandom.com/wiki/Rose_Quartz_Stinger,*Arcadia Exclusive Shop,127,203,,,TRUE,22%,,+5%,1,1,misc,Third Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
806,Rootbreaker,Longsword,,Uncommon,160,https://swordburst2.fandom.com/Special:Redirect/file/Rootbreaker.png,https://swordburst2.fandom.com/wiki/Rootbreaker,Gorilla Berserker,Level Based +19 per level,,,,FALSE,12%,+10%,+10%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
807,Rose Reaper,Scythe,Dragon Ball Super (Limited,Rare,32,https://swordburst2.fandom.com/Special:Redirect/file/Rose_Reaper.png,https://swordburst2.fandom.com/wiki/Rose_Reaper,*Arcadia Exclusive Shop,325,520,,,TRUE,18%,+3%,+3%,2-3,2-3,misc,Fourth Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
808,Rosemary,Rapier,Category,Common,9,https://swordburst2.fandom.com/Special:Redirect/file/Rosemary.png,https://swordburst2.fandom.com/wiki/Rosemary,Novice Shop,19,26,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
809,Rose Katana,Katana,FL Limited,Rare,60,https://swordburst2.fandom.com/Special:Redirect/file/Rose_Katana.png,https://swordburst2.fandom.com/wiki/Rose_Katana,Eternal Domain Dungeon,+15 per level,,,,FALSE,7%,+6%,+6%,0.2 - 0.5,,misc,Easter Event,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
810,Rotblight Husk,Armor,,Uncommon,50,https://swordburst2.fandom.com/Special:Redirect/file/Rotblight_Husk1.png,https://swordburst2.fandom.com/wiki/Rotblight_Husk,Ghost,,,2962,4146,TRUE,,+8%,+8%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
811,Royal Blade,Longsword,,Common,43,https://swordburst2.fandom.com/Special:Redirect/file/Royal_Blade.png,https://swordburst2.fandom.com/wiki/Royal_Blade,Advanced Shop,324,453,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
812,Rosepoint,Rapier,,Legendary,200,https://swordburst2.fandom.com/Special:Redirect/file/Rosepoint.png,https://swordburst2.fandom.com/wiki/Rosepoint,Duality Reaper,3662,7324,,,TRUE,11%,+5%,+5%,2,2,clean_legendaries,Floor 11,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
813,Ruby Bulwark,Accessory,Shield,Rare,135,https://swordburst2.fandom.com/Special:Redirect/file/Ruby_Bulwark.png,https://swordburst2.fandom.com/wiki/Ruby_Bulwark,"Da, the Demeanor",,,5665,,TRUE,,+5%,-3%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
814,Ruby Pillar,Rapier,,Uncommon,48,https://swordburst2.fandom.com/Special:Redirect/file/Ruby_Pillar.png,https://swordburst2.fandom.com/wiki/Ruby_Pillar,Patrolman Elite,389,544,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
815,Ruby Edge,Longsword,Dagger <small>()</small,Rare,1,https://swordburst2.fandom.com/Special:Redirect/file/Ruby_Edge.png,https://swordburst2.fandom.com/wiki/Ruby_Edge,Early Access,10,260,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
816,Ruin Blade,Greatsword,,Rare,15,https://swordburst2.fandom.com/Special:Redirect/file/Ruin_Blade.png,https://swordburst2.fandom.com/wiki/Ruin_Blade,Ruined Kobold Lord,66,105,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
817,Rugged Sabre,Katana,,Common,21,https://swordburst2.fandom.com/Special:Redirect/file/Rugged_Sabre.png,https://swordburst2.fandom.com/wiki/Rugged_Sabre,Spooky Hollow Shop,152,212,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
818,Ruined Katana,Katana,,Common,7,https://swordburst2.fandom.com/Special:Redirect/file/Ruined_Katana.png,https://swordburst2.fandom.com/wiki/Ruined_Katana,Earthen Crab,15,21,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
819,Ruined Greatsword,Greatsword,,Common,7,https://swordburst2.fandom.com/Special:Redirect/file/Ruined_Greatsword.png,https://swordburst2.fandom.com/wiki/Ruined_Greatsword,Ruined Kobold Knight,15,21,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
820,Ruler's Demise,Scythe,Angelic Theme,Tribute,450,https://swordburst2.fandom.com/Special:Redirect/file/Ruler's_Demise_ico.webp,https://swordburst2.fandom.com/wiki/Ruler's_Demise,Helmfirth Exclusive Shop,43250,86500,,,TRUE,55%,+50%,+50%,125-130,125-130,tributes,Fifteenth Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
821,Ruined Kobold Helmet,Accessory,Helmet,Common,7,https://swordburst2.fandom.com/Special:Redirect/file/Ruined_Kobold_Helmet.png,https://swordburst2.fandom.com/wiki/Ruined_Kobold_Helmet,Ruined Kobold Knight,,,,,FALSE,,+4%,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
822,Ruined Longsword,Longsword,,Common,7,https://swordburst2.fandom.com/Special:Redirect/file/Ruined_Longsword.png,https://swordburst2.fandom.com/wiki/Ruined_Longsword,Earthen Boar,15,21,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
823,Ruined Rapier,Rapier,,Common,7,https://swordburst2.fandom.com/Special:Redirect/file/Ruined_Rapier.png,https://swordburst2.fandom.com/wiki/Ruined_Rapier,Earthen Crab,15,21,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
824,Rusty Katana,Katana,Forgotten <small>()</small,Common,10,https://swordburst2.fandom.com/Special:Redirect/file/Rusty_Katana.png,https://swordburst2.fandom.com/wiki/Rusty_Katana,Snowgre,21,29,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
825,Rusty Spear,Spear,Forgotten <small>()</small,Common,10,https://swordburst2.fandom.com/Special:Redirect/file/Rusty_Spear.png,https://swordburst2.fandom.com/wiki/Rusty_Spear,Snowgre,21,29,,,TRUE,21%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
826,Rupture,Longsword,,Legendary,100,https://swordburst2.fandom.com/Special:Redirect/file/Rupture.png,https://swordburst2.fandom.com/wiki/Rupture,Undead Servant,1301,2602,,,TRUE,12%,+5%,,0.5,0.5,clean_legendaries,Floor 10,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
827,Rusty Greatsword,Greatsword,Forgotten <small>()</small,Common,10,https://swordburst2.fandom.com/Special:Redirect/file/Rusty_Greatsword.png,https://swordburst2.fandom.com/wiki/Rusty_Greatsword,Snowgre,21,29,,,TRUE,18%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
828,Rusty Longsword,Longsword,Forgotten <small>()</small,Common,10,https://swordburst2.fandom.com/Special:Redirect/file/Rusty_Longsword.png,https://swordburst2.fandom.com/wiki/Rusty_Longsword,Snowgre,21,29,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
829,Rusty Rapier,Rapier,Forgotten <small>()</small,Common,10,https://swordburst2.fandom.com/Special:Redirect/file/Rusty_Rapier.png,https://swordburst2.fandom.com/wiki/Rusty_Rapier,Snowgre,21,29,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
830,Ryu,Longsword,SDS <small>()</small,Tribute,75,https://swordburst2.fandom.com/Special:Redirect/file/Ryu.png,https://swordburst2.fandom.com/wiki/Ryu,*Gold Chests in Blooming Plateau *Hippogriff,2500,5000,,,TRUE,40%,15%,15%,40,20,tributes,Floor 8,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
831,Sa'jun's Helmet,Accessory,Helmet,Rare,50,https://swordburst2.fandom.com/Special:Redirect/file/Sa'jun's_Helmet.png,https://swordburst2.fandom.com/wiki/Sa'jun's_Helmet,Sa'jun the Centurian Chieftain,,,500,,TRUE,,+4%,+3%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
832,Sabaku,Katana,,Uncommon,46,https://swordburst2.fandom.com/Special:Redirect/file/Sabaku.png,https://swordburst2.fandom.com/wiki/Sabaku,Sand Scorpion,362,506,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
833,Sacred Genesis,Longsword,Angelic Theme,Legendary,225,https://swordburst2.fandom.com/Special:Redirect/file/Sacred_Genesis_ico.webp,https://swordburst2.fandom.com/wiki/Sacred_Genesis,Helmfirth Exclusive Shop,5600,11200,,,TRUE,20%,+25%,+25%,10-12,10-12,clean_legendaries,Fifteenth Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
834,Saint's Wrath,Armor,,Rare,15,https://swordburst2.fandom.com/Special:Redirect/file/Saint's_Wrath.png,https://swordburst2.fandom.com/wiki/Saint's_Wrath,Gift of Unluck,,,2240,,TRUE,,+2%,+2%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
835,Saishuen,Katana,Endless' [[Tributes|Tribute]] <small>()</small,Tribute,200,https://swordburst2.fandom.com/Special:Redirect/file/Saishuen.png,https://swordburst2.fandom.com/wiki/Saishuen,Va' Rok,4375,8750,,,TRUE,45%,3%,,6,5,tributes,Floor 9,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
836,Sakura's Embrace,Spear,,Legendary,375,https://swordburst2.fandom.com/Special:Redirect/file/Sakura's_Embrace.png,https://swordburst2.fandom.com/wiki/Sakura's_Embrace,"Azeis, Spirit of the Blossom",22450,,,,FALSE,21%,+20%,+20%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
837,Sakura's Demise,Longsword,Final Exit <small>()</small,Legendary,375,https://swordburst2.fandom.com/Special:Redirect/file/Sakura's_Demise.png,https://swordburst2.fandom.com/wiki/Sakura's_Demise,"Azeis, Spirit of the Blossom",22450,,,,FALSE,12%,+20%,+20%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
838,Sakura Dreams,Katana,,Common,300,https://swordburst2.fandom.com/Special:Redirect/file/Sakura_Dreams.png,https://swordburst2.fandom.com/wiki/Sakura_Dreams,Ancient Blossom Knight,6725,9415,,,TRUE,15%,10%,10%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
839,Sakura Cleaver,Katana,,Rare,350,https://swordburst2.fandom.com/Special:Redirect/file/Sakura_Cleaver.png,https://swordburst2.fandom.com/wiki/Sakura_Cleaver,Eternal Blossom Knight,11915,,,,FALSE,15%,+16%,+16%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
840,Sakura's Edge,Scythe,Limited Merchant (Limited,Legendary,300,https://swordburst2.fandom.com/Special:Redirect/file/Sakura's_Edge.png,https://swordburst2.fandom.com/wiki/Sakura's_Edge,Helmfirth Exclusive Shop,11400,22800,,,TRUE,20%,+12%,+12%,5-10,5-10,clean_legendaries,Third Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
841,Salvaje,Rapier,,Rare,40,https://swordburst2.fandom.com/Special:Redirect/file/Salvaje.png,https://swordburst2.fandom.com/wiki/Salvaje,Rotling,315,504,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
842,Sakura Paradise,Katana,Dreams <small>()</small,Legendary,400,https://swordburst2.fandom.com/Special:Redirect/file/Sakura_Paradise.png,https://swordburst2.fandom.com/wiki/Sakura_Paradise,"Azeis, Spirit of the Blossom",26000,,,,FALSE,15%,+25%,+25%,1,1-2,clean_legendaries,- Rotational Floors -,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
843,Sand Aerosol,Longsword,,Legendary,50,https://swordburst2.fandom.com/Special:Redirect/file/Sand_Aerosol.png,https://swordburst2.fandom.com/wiki/Sand_Aerosol,Sa'jun the Centurian Chieftain,419,838,,,TRUE,12%,+1%,+1%,0.5-1,0.5-1,clean_legendaries,Floor 5,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
844,Sandstone Rapier,Rapier,,Uncommon,46,https://swordburst2.fandom.com/Special:Redirect/file/Sandstone_Rapier.png,https://swordburst2.fandom.com/wiki/Sandstone_Rapier,Girdled Lizard,362,506,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
845,Sandgem Blade,Katana,,Uncommon,48,https://swordburst2.fandom.com/Special:Redirect/file/Sandgem_Blade.png,https://swordburst2.fandom.com/wiki/Sandgem_Blade,Green Patrolman,389,544,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
846,Sandstorm V2,Spear,SBO (Limited,Rare,100,https://swordburst2.fandom.com/Special:Redirect/file/Sandstorm_V2.png,https://swordburst2.fandom.com/wiki/Sandstorm_V2,Arcadia Exclusive Shop,1200,1920,,,TRUE,5%,+4%,+4%,1,1,misc,Fifth Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
847,Sandstone Spear,Spear,,Uncommon,48,https://swordburst2.fandom.com/Special:Redirect/file/Sandstone_Spear.png,https://swordburst2.fandom.com/wiki/Sandstone_Spear,Centaurian Defender,389,544,,,TRUE,21%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
848,Saturn,Longsword,Dagger <small>()</small,Common,88,https://swordburst2.fandom.com/Special:Redirect/file/Saturn.png,https://swordburst2.fandom.com/wiki/Saturn,Transylvania Shop,948,1327,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
849,Sapphire Platemail,Armor,,Legendary,65,https://swordburst2.fandom.com/Special:Redirect/file/Sapphire_Platemail.png,https://swordburst2.fandom.com/wiki/Sapphire_Platemail,Smashroom the Mushroom Behemoth,,,6325,8855,TRUE,,+3%,+3%,0.7 - 1,1,clean_legendaries,Floor 7,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
850,Sawhook Blade,Rapier,,Common,21,https://swordburst2.fandom.com/Special:Redirect/file/Sawhook_Blade.png,https://swordburst2.fandom.com/wiki/Sawhook_Blade,Spooky Hollow Shop,152,212,,,TRUE,11%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
851,Sandstorm,Longsword,,Rare,48,https://swordburst2.fandom.com/Special:Redirect/file/Sandstorm.png,https://swordburst2.fandom.com/wiki/Sandstorm,Patrolman Elite,389,622,,,TRUE,12%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
852,Scarlet Katana,Katana,,Rare,65,https://swordburst2.fandom.com/Special:Redirect/file/Scarlet_Katana.png,https://swordburst2.fandom.com/wiki/Scarlet_Katana,Smashroom the Mushroom Behemoth,652,1043,,,TRUE,15%,,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
853,Scarlet Lance,Spear,,Rare,145,https://swordburst2.fandom.com/Special:Redirect/file/Scarlet_Lance.png,https://swordburst2.fandom.com/wiki/Scarlet_Lance,Shadow Figure,2050,,,,FALSE,21%,+4%,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
854,Sawtooth Blade,Katana,,Uncommon,160,https://swordburst2.fandom.com/Special:Redirect/file/Sawtooth_Blade.png,https://swordburst2.fandom.com/wiki/Sawtooth_Blade,Elkwood Giant,2440,3416,,,TRUE,15%,,+4%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
855,Scarlet Mirage,Rapier,Limited,Uncommon,275,https://swordburst2.fandom.com/Special:Redirect/file/Scarlet_Mirage.png,https://swordburst2.fandom.com/wiki/Scarlet_Mirage,Rekindled Unborn,5800,8120,,,TRUE,20%,+22%,+22%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
856,Scarlet Veil Blade,Greatsword,,Rare,98,https://swordburst2.fandom.com/Special:Redirect/file/Scarlet_Veil_Blade.png,https://swordburst2.fandom.com/wiki/Scarlet_Veil_Blade,Winged Minion,1212,,,,FALSE,18%,+2%,,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
857,Scarlet Steel,Longsword,Limited,Rare,65,https://swordburst2.fandom.com/Special:Redirect/file/Scarlet_Steel.png,https://swordburst2.fandom.com/wiki/Scarlet_Steel,*Arcadia Exclusive Shop *Helmfirth Exclusive Shop,710,1136,,,TRUE,10%,+5%,+5%,1,1,misc,Sixth Edition,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
858,Sea Splitter,Spear,Heart of Atlantis Tribute <small>()</small,Tribute,450,https://swordburst2.fandom.com/Special:Redirect/file/Sea_Splitter.png,https://swordburst2.fandom.com/wiki/Sea_Splitter,"Aeganatos, The Sunken Sovereign",55000,110000,,,TRUE,45%,60%,60%,100-150,100-150,tributes,- ROTATIONAL FLOOR TRIBUTES -,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
859,Scorched Winter,Longsword,Limited,Legendary,290,https://swordburst2.fandom.com/Special:Redirect/file/Scorched_Winter.png,https://swordburst2.fandom.com/wiki/Scorched_Winter,"Vyroth, The Frostflame",22750,,,,TRUE,12%,10%,10%,1-2,,clean_legendaries,Easter Realm (2023),2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
860,Sea Carver,Greatsword,Limited,Legendary,325,https://swordburst2.fandom.com/Special:Redirect/file/Sea_Carver.png,https://swordburst2.fandom.com/wiki/Sea_Carver,Gift of Lost Archives,54500,,,,TRUE,25%,-6%,+34%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
861,Seabed Blade,Greatsword,,Uncommon,390,https://swordburst2.fandom.com/Special:Redirect/file/Seabed_Blade.png,https://swordburst2.fandom.com/wiki/Seabed_Blade,Cobalt Darkray,29912,41876,,,TRUE,18%,+13%,+13%,,,,,2026-09-19 02:35 UTC,2026-09-18T22:52:00Z
